"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Margin of Error!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Margin of Error!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"1600000US1700880","Allerton village, Illinois","104","22","5.8","7.3","3.8","4.5","13.5","10.2","10.6","6.9","15.4","9.6","23.1","12.2","12.5","9.0","12.5","8.8","2.9","5.5","0.0","24.7","50500","11695","59228","11219","33.7","(X)","(X)","(X)","(X)","(X)","82","20","6.1","8.6","0.0","29.7","11.0","10.9","9.8","7.1","17.1","12.0","26.8","15.7","12.2","9.9","13.4","10.4","3.7","6.8","0.0","29.7","56667","13185","63987","12725","(X)","(X)","32.9","(X)","(X)","(X)","67","19","1.5","3.7","0.0","34.3","7.5","10.9","7.5","6.7","19.4","14.5","32.8","20.0","10.4","9.8","16.4","12.3","4.5","8.8","0.0","34.3","59688","18024","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22","12","4.5","9.8","18.2","21.6","27.3","29.5","13.6","19.9","4.5","9.4","9.1","13.5","13.6","21.4","9.1","13.0","0.0","60.7","0.0","60.7","-","**","40305","19097","(X)","(X)","(X)","(X)","36.4","(X)",
"1600000US1707211","Bondville village, Illinois","212","52","14.2","8.4","3.3","3.1","9.0","7.6","11.8","7.8","13.2","7.2","22.2","9.8","6.6","4.6","14.2","7.3","2.8","2.7","2.8","3.7","49063","16036","61815","14237","34.0","(X)","(X)","(X)","(X)","(X)","124","36","10.5","8.4","0.0","21.3","4.8","5.1","9.7","8.1","10.5","8.5","29.0","15.7","9.7","7.2","16.9","12.5","4.0","4.0","4.8","6.4","60000","9651","77958","20462","(X)","(X)","40.3","(X)","(X)","(X)","102","32","7.8","9.1","0.0","25.1","5.9","6.5","7.8","9.2","11.8","10.1","24.5","16.1","10.8","8.3","20.6","15.3","4.9","4.8","5.9","7.7","72778","18237","N","N","(X)","(X)","(X)","(X)","(X)","(X)","88","35","19.3","17.0","8.0","7.6","14.8","15.5","14.8","13.4","17.0","12.6","12.5","10.6","2.3","3.9","10.2","9.7","1.1","2.9","0.0","28.2","28750","12866","39069","12428","(X)","(X)","(X)","(X)","25.0","(X)",
"1600000US1708420","Broadlands village, Illinois","128","23","5.5","5.7","7.8","6.4","5.5","4.8","18.0","9.4","3.9","7.4","18.8","10.1","21.1","10.5","9.4","8.0","7.8","5.6","2.3","2.8","54792","19492","68447","10038","28.9","(X)","(X)","(X)","(X)","(X)","88","23","8.0","7.9","4.5","5.8","2.3","3.6","15.9","10.2","3.4","7.7","15.9","8.7","28.4","14.4","13.6","11.0","4.5","5.8","3.4","4.1","75000","12298","75094","12101","(X)","(X)","35.2","(X)","(X)","(X)","79","22","8.9","8.8","5.1","6.4","0.0","30.6","15.2","10.8","1.3","4.4","17.7","9.9","27.8","16.4","15.2","12.2","5.1","6.5","3.8","4.6","77813","11561","N","N","(X)","(X)","(X)","(X)","(X)","(X)","40","17","0.0","45.1","15.0","14.4","12.5","16.0","22.5","19.5","5.0","10.4","25.0","22.8","5.0","8.3","0.0","45.1","15.0","16.9","0.0","45.1","35000","27929","53823","22481","(X)","(X)","(X)","(X)","15.0","(X)",
"1600000US1712385","Champaign city, Illinois","34636","804","15.8","1.2","5.0","0.9","9.0","1.2","9.1","1.2","12.4","1.2","16.3","1.4","10.3","1.0","11.1","1.1","4.2","0.6","6.7","0.9","48415","1795","73280","3089","33.0","(X)","(X)","(X)","(X)","(X)","15255","570","4.5","1.3","2.3","1.1","7.6","1.7","5.7","1.4","11.3","1.9","16.3","2.3","14.8","1.9","16.6","1.9","7.7","1.3","13.3","1.9","77097","2643","108881","5834","(X)","(X)","32.4","(X)","(X)","(X)","11058","509","2.1","1.1","1.7","1.0","2.0","0.9","3.1","1.1","10.0","2.1","16.6","2.5","17.5","2.4","19.7","2.4","10.2","1.7","17.2","2.3","96071","5841","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19381","835","24.9","2.0","7.1","1.4","10.8","1.8","11.9","1.9","13.7","1.5","15.6","1.7","6.6","1.0","6.5","1.4","1.4","0.6","1.4","0.6","30488","2049","44181","3496","(X)","(X)","(X)","(X)","32.7","(X)",
"1600000US1726194","Fisher village, Illinois","752","83","1.5","1.3","2.8","1.8","12.2","5.4","6.1","3.3","13.8","4.9","22.1","7.9","12.2","5.1","16.5","5.2","7.2","4.0","5.6","2.6","62214","12688","81503","8391","33.4","(X)","(X)","(X)","(X)","(X)","573","81","0.0","5.1","3.1","2.6","5.1","3.9","4.5","2.7","17.3","7.7","19.9","8.3","11.7","4.5","21.6","6.4","9.4","5.2","7.3","3.5","75313","20326","94153","10097","(X)","(X)","33.0","(X)","(X)","(X)","459","76","0.0","6.3","1.3","1.4","4.4","4.3","2.6","2.8","9.2","4.8","20.7","9.7","14.6","5.4","26.4","8.4","11.8","6.4","9.2","4.2","95694","16718","N","N","(X)","(X)","(X)","(X)","(X)","(X)","179","50","6.1","5.7","5.0","5.1","34.6","17.9","15.1","10.2","11.7","6.4","26.3","20.2","1.1","2.3","0.0","15.4","0.0","15.4","0.0","15.4","32679","17624","33450","6749","(X)","(X)","(X)","(X)","34.6","(X)",
"1600000US1726662","Foosland village, Illinois","29","12","3.4","8.8","0.0","52.9","20.7","20.4","6.9","11.8","20.7","17.1","20.7","14.7","13.8","16.4","10.3","17.6","3.4","9.5","0.0","52.9","49375","17515","57259","21729","34.5","(X)","(X)","(X)","(X)","(X)","17","10","0.0","69.1","0.0","69.1","0.0","69.1","23.5","29.8","17.6","18.7","11.8","21.0","23.5","26.6","17.6","28.1","5.9","16.2","0.0","69.1","-","**","71400","29156","(X)","(X)","47.1","(X)","(X)","(X)","13","8","0.0","79.0","0.0","79.0","0.0","79.0","0.0","79.0","23.1","24.3","15.4","27.5","30.8","33.2","23.1","33.1","7.7","22.1","0.0","79.0","79375","41348","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12","8","8.3","21.5","0.0","82.3","50.0","33.3","16.7","27.4","0.0","82.3","25.0","27.5","0.0","82.3","0.0","82.3","0.0","82.3","0.0","82.3","24375","3735","30050","12561","(X)","(X)","(X)","(X)","16.7","(X)",
"1600000US1729145","Gifford village, Illinois","360","36","2.5","2.4","1.4","1.3","6.9","3.4","7.5","2.9","11.7","5.1","24.7","6.5","17.5","4.8","23.3","5.5","2.8","2.1","1.7","1.5","71413","3712","75968","4736","41.4","(X)","(X)","(X)","(X)","(X)","235","31","0.9","1.2","0.0","12.0","1.7","2.0","4.3","2.6","11.1","6.6","30.6","9.5","19.1","6.2","25.5","6.4","4.3","3.2","2.6","2.3","77188","10497","87103","6331","(X)","(X)","41.3","(X)","(X)","(X)","192","32","0.0","14.4","0.0","14.4","0.0","14.4","2.6","2.5","7.8","6.4","27.6","9.5","22.4","7.0","31.3","7.5","5.2","3.9","3.1","2.9","88594","7990","N","N","(X)","(X)","(X)","(X)","(X)","(X)","125","28","5.6","6.3","4.0","3.9","16.8","9.2","15.2","7.5","14.4","7.5","12.8","7.1","12.0","8.4","19.2","13.2","0.0","21.1","0.0","21.1","45208","13407","53891","10291","(X)","(X)","(X)","(X)","41.6","(X)",
"1600000US1735814","Homer village, Illinois","517","64","3.9","3.4","3.9","2.4","8.7","3.7","8.7","5.8","13.5","5.6","23.4","7.4","12.2","5.1","17.6","7.6","4.6","3.1","3.5","3.4","56298","5147","72174","8289","38.3","(X)","(X)","(X)","(X)","(X)","333","53","3.0","4.7","1.8","1.8","5.1","3.4","8.4","5.7","11.4","5.1","18.9","8.0","16.8","7.2","24.3","11.3","4.8","3.2","5.4","5.3","81250","22893","84603","11474","(X)","(X)","39.3","(X)","(X)","(X)","252","41","0.0","11.2","1.2","1.8","3.6","2.9","3.6","3.1","7.5","4.8","22.2","9.8","16.3","7.5","32.1","14.0","6.3","4.2","7.1","6.8","95682","14400","N","N","(X)","(X)","(X)","(X)","(X)","(X)","184","44","5.4","4.3","7.6","5.4","15.2","7.2","11.4","11.6","20.1","12.6","26.6","15.5","5.4","6.7","3.8","3.8","4.3","6.9","0.0","15.0","45500","8778","47843","10430","(X)","(X)","(X)","(X)","36.4","(X)",
"1600000US1737998","Ivesdale village, Illinois","118","25","5.9","5.2","2.5","3.5","14.4","8.8","6.8","7.1","14.4","9.6","28.0","10.7","6.8","6.8","16.1","10.3","1.7","2.6","3.4","4.1","51944","14849","80215","28688","43.2","(X)","(X)","(X)","(X)","(X)","77","21","3.9","4.9","3.9","5.6","5.2","7.8","7.8","9.4","10.4","10.5","32.5","13.0","7.8","10.3","20.8","14.1","2.6","3.9","5.2","6.0","65179","9864","101152","44437","(X)","(X)","45.5","(X)","(X)","(X)","61","16","4.9","6.0","4.9","6.9","0.0","36.3","6.6","10.2","1.6","4.4","36.1","13.4","9.8","12.3","26.2","14.9","3.3","5.0","6.6","7.8","67321","19808","N","N","(X)","(X)","(X)","(X)","(X)","(X)","41","17","9.8","10.3","0.0","44.5","31.7","21.2","4.9","7.5","22.0","18.4","19.5","21.5","4.9","8.2","7.3","15.0","0.0","44.5","0.0","44.5","36875","10722","40802","14344","(X)","(X)","(X)","(X)","39.0","(X)",
